"Identifier","fullStatement","humanCodingScheme","IsRelatedTo","","","","","","","","","","","",""
"0ae20c57-4272-481f-9a21-3df851e32865","Provide an accurate summary that makes clear the relationships among the key details and ideas.","OLO.11-12.HST.5","CCSS.ELA-Literacy.RH.11-12.2","","","","","","","","","","","",""
"35bb5bdc-5eb5-41cf-94b3-66b92d26e1e1","Evaluate various explanations for the actions of key individuals portrayed in a text.","OLO.11-12.HST.6","CCSS.ELA-Literacy.RH.11-12.3","","","","","","","","","","","",""
"75accd7c-0d9f-4516-8e24-9e94464dd55d","Evaluate various explanations for the sequence of events portrayed in a text.","OLO.11-12.HST.7","CCSS.ELA-Literacy.RH.11-12.3","","","","","","","","","","","",""
"233d54f1-6c6b-467f-94ab-d0f492106a6f","Determine which explanation best fits with the textual evidence about the actions of key individuals.","OLO.11-12.HST.8","CCSS.ELA-Literacy.RH.11-12.3","","","","","","","","","","","",""
"45dbcb7d-6798-44e6-b961-29c8a0f7bb4f","Determine which explanation best fits with the textual evidence about the sequence of events.","OLO.11-12.HST.9","CCSS.ELA-Literacy.RH.11-12.3","","","","","","","","","","","",""
"ea5d8689-0a57-4d73-9d53-8e5dc32d5ae9","History & Social Studies Text: Recognize primary and secondary sources.","OLO.6-8.HST","CCSS.ELA.Literacy.RH.6-8.1","","","","","","","","","","","",""
"5b284b9b-ca58-43bc-925d-29e660ef9f1e","Recognize text that is a primary source.","OLO.6-8.HST.1","CCSS.ELA.Literacy.RH.6-8.1","","","","","","","","","","","",""
"037cd894-d2e2-4ba8-9a93-cf81ed595d6e","Distinguish among fact, opinion, and reasoned judgment in a text.","OLO.6-8.HST.10","CCSS.ELA.Literacy.RH.6-8.8","","","","","","","","","","","",""
"636f0ae0-5379-4131-8269-b18a01ad8b0c","Analyze the relationship between a primary and secondary source on the same topic.","OLO.6-8.HST.11","CCSS.ELA.Literacy.RH.6-8.9","","","","","","","","","","","",""
"5ae031f6-ef74-4b59-99f5-b36b3a842d44","Recognize text that is a secondary source.","OLO.6-8.HST.2","CCSS.ELA.Literacy.RH.6-8.1","","","","","","","","","","","",""
"94316a66-a129-412f-a60f-f6067f821f7e","Cite specific textual evidence to support analysis of primary and secondary sources.","OLO.6-8.HST.3","CCSS.ELA.Literacy.RH.6-8.1","","","","","","","","","","","",""
"adb70129-d22b-48cc-834c-188d0c8ff85e","Determine the central ideas of a primary or secondary source.","OLO.6-8.HST.4","CCSS.ELA.Literacy.RH.6-8.2","","","","","","","","","","","",""
"7473675f-3947-4fa8-abe9-a2d63e27095d","Identify the key details of information in a primary or secondary source.","OLO.6-8.HST.5","CCSS.ELA.Literacy.RH.6-8.2","","","","","","","","","","","",""
"5d5c6da6-1aa5-4953-b5d8-37b1abacb86c","Provide an accurate summary of a source distinct from prior knowledge or opinions.","OLO.6-8.HST.6","CCSS.ELA.Literacy.RH.6-8.2","","","","","","","","","","","",""
"7f80bbe8-731f-4c72-a067-47a82e833391","Identify key steps in the description of a process related to history or social studies.","OLO.6-8.HST.7","CCSS.ELA.Literacy.RH.6-8.3","","","","","","","","","","","",""
"c497580c-f5d2-4f8e-b2e7-91677cfeccac","Describe the structure and organization used to present information.","OLO.6-8.HST.8","CCSS.ELA.Literacy.RH.6-8.5","","","","","","","","","","","",""
"a8e9cec7-9b2d-4331-96d1-384fd18066ae","Identify aspects of a text that reveal an author's point of view or purpose.","OLO.6-8.HST.9","CCSS.ELA.Literacy.RH.6-8.6","","","","","","","","","","","",""
"e97795e9-f246-4576-8a2b-1e6b2f9556af","History & Social Studies Text : Analyze primary and secondary historical sources.","OLO.9-10.HST","CCSS.ELA.Literacy.RH.9-10.1","","","","","","","","","","","",""
"214c3795-b6c6-42c1-b6d2-bf26457db928","Cite specific textual evidence to support analysis of primary and secondary sources.","OLO.9-10.HST.1","CCSS.ELA.Literacy.RH.9-10.1","","","","","","","","","","","",""
"803180ee-7e21-4d44-a5cc-31b88e0c357c","Analyze how history and social studies texts use structure to emphasize key points of information.","OLO.9-10.HST.10","CCSS.ELA.Literacy.RH.9-10.5","","","","","","","","","","","",""
"5045e1ed-27a2-4913-9651-a17b10561a50","Analyze how a history and social studies texts use structure to advance an explanation or analysis of facts.","OLO.9-10.HST.11","CCSS.ELA.Literacy.RH.9-10.5","","","","","","","","","","","",""
"4a303536-fe75-4df5-bc8b-3abc5fa63b58","Compare and contrast the point of view of two or more authors writing on similar topics in history and social studies.","OLO.9-10.HST.12","CCSS.ELA.Literacy.RH.9-10.6","","","","","","","","","","","",""
"aa3cfd5a-8c3a-4124-8e71-4ed58c837417","Compare and contrast those details included and emphasized in the accounts of two or more authors writing on similar topics in history and social studies.","OLO.9-10.HST.13","CCSS.ELA.Literacy.RH.9-10.6","","","","","","","","","","","",""
"7bd2a646-79e9-4fef-8448-0045f78a3ed9","Assess the extent to which reasoning and evidence support the author's claims in texts on topics of history and social studies.","OLO.9-10.HST.14","CCSS.ELA.Literacy.RH.9-10.8","","","","","","","","","","","",""
"956def48-5ef3-4d8a-a833-0e24e270ceb2","Compare and contrast treatments of the same history or social studies topic in several primary and secondary sources.","OLO.9-10.HST.15","CCSS.ELA.Literacy.RH.9-10.9","","","","","","","","","","","",""
"b927281b-752f-4ac1-8226-8903aa6b1a80","Read and comprehend history and social studies texts in the grades 9-10 text complexity band independently and proficiently.","OLO.9-10.HST.16","CCSS.ELA.Literacy.RH.9-10.10","","","","","","","","","","","",""
"3984ab3d-321d-496f-8794-620b8e72daa9","Determine the central idea of primary and secondary sources.","OLO.9-10.HST.2","CCSS.ELA.Literacy.RH.9-10.2","","","","","","","","","","","",""
"eab4f459-d8ba-4496-a7a8-9a63c59a442b","Determine the key details of information in primary and secondary sources.","OLO.9-10.HST.3","CCSS.ELA.Literacy.RH.9-10.2","","","","","","","","","","","",""
"b01ba2b8-1b87-44fa-b8a0-4bc0a30f92e9","Identify key events that develop over the course of texts in history and social studies.","OLO.9-10.HST.4","CCSS.ELA.Literacy.RH.9-10.2","","","","","","","","","","","",""
"cbb2a04f-5eaf-4a38-aa4c-4e9d0e48aaee","Summarize the development of key events over the course of texts in history and social studies.","OLO.9-10.HST.5","CCSS.ELA.Literacy.RH.9-10.2","","","","","","","","","","","",""
"aacf549f-25ac-43a0-974c-26d56bd94d16","Identify key ideas that develop over the course of texts in history and social studies.","OLO.9-10.HST.6","CCSS.ELA.Literacy.RH.9-10.2","","","","","","","","","","","",""
"b258d822-ffca-4652-a613-9fb001065747","Summarize the development of key ideas over the course of texts in history and social studies.","OLO.9-10.HST.7","CCSS.ELA.Literacy.RH.9-10.2","","","","","","","","","","","",""
"c2071b81-a744-4f61-abf3-5b695fe04b51","Analyze in detail a series of events described in texts on history and social studies topics.","OLO.9-10.HST.8","CCSS.ELA.Literacy.RH.9-10.3","","","","","","","","","","","",""
"c3c11653-86e7-4fd4-9233-adc4eef8e370","Distinguish which earlier events either preceded or caused later events presented in texts.","OLO.9-10.HST.9","CCSS.ELA.Literacy.RH.9-10.3","","","","","","","","","","","",""
"76357b54-d391-4ee4-926e-c59656e63964","History & Social Studies Vocabulary: Analyze academic words and key terms in a text.","OLO.11-12.HSV","CCSS.ELA.Literacy.RH.11-12.4","","","","","","","","","","","",""
"5cc9f71b-29bd-4123-9a61-f6ae6532cfad","Determine the meaning of general academic words and phrases as they are used in a text.","OLO.11-12.HSV.1","CCSS.ELA.Literacy.RH.11-12.4","","","","","","","","","","","",""
"7c46e98c-8dad-438a-a07e-629c31fce356","Analyze how an author applies the meaning of a key principle or term over the course of a text (e.g., how John Locke defines human rights in the Second Treatise). ","OLO.11-12.HSV.2","CCSS.ELA.Literacy.RH.11-12.4","","","","","","","","","","","",""
"b374992a-b28b-4337-a5c1-99a11d1e9833","Use precise academic language in a complex argument.","OLO.11-12.HSV.3","CCSS.ELA.Literacy.WHST.1d","","","","","","","","","","","",""
"0d055205-9e20-46d5-b9cb-7f08c4149061","Use domain-specific terms of history, government, and economics in a complex argument.","OLO.11-12.HSV.4","CCSS.ELA.Literacy.WHST.1d","","","","","","","","","","","",""
"67e92d28-9737-40a8-989f-de594ed3579f","Use precise language that makes a complex topic in history and social studies clear to the intended audience of a text.","OLO.11-12.HSV.5","CCSS.ELA.Literacy.WHST.2d","","","","","","","","","","","",""
"7852f811-a03d-487a-b728-b9625b8ea370","Use domain-specific vocabulary that can accurately represent a complex topic in history and social studies to the intended audience of a text.","OLO.11-12.HSV.6","CCSS.ELA.Literacy.WHST.2d","","","","","","","","","","","",""
"8a372e82-88b5-4d6c-9164-0779250ecb4c","Use figurative language and rhetorical devices (e.g.metaphor, simile, analogy, anaphora) that illustrate and clarify a complex topic in history and social studies for an intended audience.","OLO.11-12.HSV.7","CCSS.ELA.Literacy.WHST.2d","","","","","","","","","","","",""
"717265e8-95fd-493a-a53e-66312e380ec9","History & Social Studies Vocabulary: Know academic words and key terms in a text.","OLO.6-8.HSV","CCSS.ELA.Literacy.RH.6-8.4","","","","","","","","","","","",""
"66b45633-afa6-4060-a179-81f36f3c1045","Determine the meaning of general academic words and phrases as they are used in a text.","OLO.6-8.HSV.1","CCSS.ELA.Literacy.RH.6-8.4","","","","","","","","","","","",""
"7bd51cc5-a9b4-4191-9351-053052d4bd7c","Determine the meaning of words and phrases specific to the domains of history and social studies.","OLO.6-8.HSV.2","CCSS.ELA.Literacy.RH.6-8.4","","","","","","","","","","","",""
"ce6977f8-b84e-40eb-a754-0c9ca09a054e","Use words, phrases, and clauses to create cohesion in an argumentative text related to topics in history and social science.","OLO.6-8.HSV.3","CCSS.ELA.Literacy.WHST.1c","","","","","","","","","","","",""
"422c75b7-06cc-4a4c-bc0d-9cd6956b5703","Use words, phrases, and clauses to clarify the relationships among claim(s), counterclaims, reasons, and evidence in an argumentative text related to topics in history and social science.","OLO.6-8.HSV.4","CCSS.ELA.Literacy.WHST.1c","","","","","","","","","","","",""
"9f92f15a-b5f5-4aea-898c-3c7b89bbf685","Use appropriate and varied transitions to clarify the relationships among ideas and concepts related to history and social science.","OLO.6-8.HSV.5","CCSS.ELA.Literacy.WHST.2c","","","","","","","","","","","",""
"a5fe68ae-802b-446e-a438-d955fad19c15","Use precise academic language to explain a topic on history and social science.","OLO.6-8.HSV.6","CCSS.ELA.Literacy.WHST.2d","","","","","","","","","","","",""
"82e1d067-a441-4336-9e89-eb756a939e13","Use accurate vocabulary from history and social studies to explain a topic.","OLO.6-8.HSV.7","CCSS.ELA.Literacy.WHST.2d","","","","","","","","","","","",""
"14f09cdc-55a6-4921-86d8-f9645946303d","History & Social Studies Vocabulary: Analyze academic words and key terms in a text.","OLO.9-10.HSV","CCSS.ELA.Literacy.RH.9-10.4","","","","","","","","","","","",""
"49f889e7-544f-43e4-a844-3c04c09f6370","Determine the meaning of general academic words and phrases as they are used in texts on topics of history and social studies.","OLO.9-10.HSV.1","CCSS.ELA.Literacy.RH.9-10.4","","","","","","","","","","","",""
"421fea48-54ad-4a9c-85f6-60ca2eb6ee52","Determine the meaning of domain-specific vocabulary describing political, cultural, or economic aspects of history and social studies.","OLO.9-10.HSV.2","CCSS.ELA.Literacy.RH.9-10.4","","","","","","","","","","","",""
"ed06273f-42f5-46e1-bd48-f580d01f5a7a","Use precise language that makes a complex topic in history and social studies clear to the intended audience of a text.","OLO.9-10.HSV.3","CCSS.ELA.Literacy.WHST.9-10.2d","","","","","","","","","","","",""
"6f8a8b11-ea44-47d6-b72a-a51365566df9","Use domain-specific vocabulary that can accurately represent a complex topic in history and social studies to the intended audience.","OLO.9-10.HSV.4","CCSS.ELA.Literacy.WHST.9-10.2d","","","","","","","","","","","",""
"5d295206-2f18-474d-bf17-7c56fcab08bd","Informative Text: Recognize information and evidence in texts.","OLO.1-2.IT","CCSS.ELA-Literacy.RI.1.1","","","","","","","","","","","",""
"e85e7838-28ec-4ebf-a65d-a7ec97573a87","Ask questions about key details of an informative text.","OLO.1-2.IT.1","CCSS.ELA-Literacy.RI.1.1,CCSS.ELA-Literacy.RI.2.1","","","","","","","","","","","",""
"dc175bfa-6271-451a-be38-cbc2034c1214","Recognize the connection between two individuals in an informative text.","OLO.1-2.IT.10","CCSS.ELA-Literacy.RI.1.3","","","","","","","","","","","",""
"51c13531-c5b3-451d-b761-cd255f8a2b6f","Recognize the connection between two events in an informative text.","OLO.1-2.IT.11","CCSS.ELA-Literacy.RI.1.3","","","","","","","","","","","",""
"4015ce1c-7566-46a5-b0b7-163672b52f4f","Recognize the connection between two ideas in an informative text.","OLO.1-2.IT.12","CCSS.ELA-Literacy.RI.1.3","","","","","","","","","","","",""
"33b32000-9569-4a2b-b2bf-edcd43b65c55","Recognize the connections among individuals, events, or ideas in an informative text.","OLO.1-2.IT.13","CCSS.ELA-Literacy.RI.1.3","","","","","","","","","","","",""
"dabe9d66-a3a2-49a0-bd34-dd13d8726baa","Describe how two people are connected in an informative text.","OLO.1-2.IT.14","CCSS.ELA-Literacy.RI.1.3","","","","","","","","","","","",""
"57e37e8c-c42e-4cc2-ba8c-99e804c90939","Describe how two events are connected in an expository text.","OLO.1-2.IT.15","CCSS.ELA-Literacy.RI.1.3","","","","","","","","","","","",""
"40e0acce-44a8-472f-9b12-dfdbd59be7f9","Describe how two ideas are connected in an expository text.","OLO.1-2.IT.16","CCSS.ELA-Literacy.RI.1.3","","","","","","","","","","","",""
"13ad960e-177a-40e7-838d-cab81bf0a82a","Describe the connections among individuals, events, or ideas in an informative text.","OLO.1-2.IT.17","CCSS.ELA-Literacy.RI.1.3","","","","","","","","","","","",""
"68279c60-7845-413a-9b7a-6e885d184f61","Recognize the connection between a series of historical events in a text.","OLO.1-2.IT.18","CCSS.ELA-Literacy.RI.2.3","","","","","","","","","","","",""
"d454eecd-9855-4a37-9ad3-a63faef1ea4d","Recognize the connection between scientific ideas and concepts in a text.","OLO.1-2.IT.19","CCSS.ELA-Literacy.RI.2.3","","","","","","","","","","","",""
"a0666e33-960e-4544-af7e-918925072f1e","Use interrogative pronouns who, what, where, when, and why to ask questions about an informative text.","OLO.1-2.IT.2","CCSS.ELA-Literacy.RI.2.1","","","","","","","","","","","",""
"b433076d-8924-4b99-a16a-6d2bfa2faaa4","Recognize the connection between technical procedures in a text.","OLO.1-2.IT.20","CCSS.ELA-Literacy.RI.2.3","","","","","","","","","","","",""
"ff191b96-89ef-47e6-95cf-309555bb911a","Describe how a series of historical events are connected in a text.","OLO.1-2.IT.21","CCSS.ELA-Literacy.RI.2.3","","","","","","","","","","","",""
"9ea72583-015c-4dc4-95c8-ef061a1b7797","Describe how scientific ideas and concepts are connected in a text.","OLO.1-2.IT.22","CCSS.ELA-Literacy.RI.2.3","","","","","","","","","","","",""
"f245743d-622b-4400-8e5e-1b0de2f30ac0","Describe how technical procedures are connected in a text.","OLO.1-2.IT.23","CCSS.ELA-Literacy.RI.2.3","","","","","","","","","","","",""
"ec550801-a6bc-46ce-83e4-781baf463be4","Identify the main purpose of an informative text.","OLO.1-2.IT.24","CCSS.ELA-Literacy.RI.2.6","","","","","","","","","","","",""
"476b9afc-ed49-40d0-a16d-2b4fcfd1367f","Identify what the author wants to answer, explain, or describe in an informative text.","OLO.1-2.IT.25","CCSS.ELA-Literacy.RI.2.6","","","","","","","","","","","",""
"1167b010-c05c-4c4b-817d-03d53a8a8b9f","Identify the point(s) an author is trying to make in an informative text.","OLO.1-2.IT.26","CCSS.ELA-Literacy.RI.1.8","","","","","","","","","","","",""
"0d9c873b-59b9-4c0e-b859-488a8049f6d8","Identify the reasons an author gives to support points in a text.","OLO.1-2.IT.27","CCSS.ELA-Literacy.RI.1.8,CCSS.ELA-Literacy.RI.2.8","","","","","","","","","","","",""
"2e0c3f20-4be3-455e-9133-15a6ee7cd5ab","Describe how reasons support specific points the author makes in a historic, scientific, or technical text.","OLO.1-2.IT.28","CCSS.ELA-Literacy.RI.2.8","","","","","","","","","","","",""
"8be57c68-562e-48c0-bece-de8a9fc8eff1","Identify similarities between illustrations in two texts on the same topic.","OLO.1-2.IT.29","CCSS.ELA-Literacy.RI.1.9","","","","","","","","","","","",""
"e47e59df-429c-4441-9bde-2e9032bb82ad","Answer questions about key details of an informative text.","OLO.1-2.IT.3","CCSS.ELA-Literacy.RI.1.1,CCSS.ELA-Literacy.RI.2.1","","","","","","","","","","","",""
"911ae279-7604-47a9-a303-fb59dec93f15","Identify similarities between descriptions in two texts on the same topic.","OLO.1-2.IT.30","CCSS.ELA-Literacy.RI.1.9","","","","","","","","","","","",""
"fdb5fb4b-adff-4e90-a5f7-4a0a5bdd2133","Identify similarities between procedures in two texts on the same topic.","OLO.1-2.IT.31","CCSS.ELA-Literacy.RI.1.9","","","","","","","","","","","",""
"4e2ab65d-740e-45bf-ac9e-0a30ce22c664","Compare and contrast the most important points of information presented by two texts on the same topic.","OLO.1-2.IT.32","CCSS.ELA-Literacy.RI.2.9","","","","","","","","","","","",""
"5844fcde-0416-4cc2-a734-9e912beb2bfe","Compare and contrast the most important descriptions presented by two texts on the same topic.","OLO.1-2.IT.33","CCSS.ELA-Literacy.RI.2.9","","","","","","","","","","","",""
"e8dfcc25-5f08-4c54-9932-96a02ea065d6","Use key details to demonstrate an understanding of an informative text.","OLO.1-2.IT.4","CCSS.ELA-Literacy.RI.2.1","","","","","","","","","","","",""
"682760bf-c3d3-44e4-b824-ea198f811fed","Identify the main topic of an informative text.","OLO.1-2.IT.5","CCSS.ELA-Literacy.RI.1.2","","","","","","","","","","","",""
"04441b63-e535-4e3f-b888-064dadc326e1","Identify the main topic of a mutliparagraph informative text.","OLO.1-2.IT.6","CCSS.ELA-Literacy.RI.2.2","","","","","","","","","","","",""
"c0fe0250-6973-4822-a129-04ed1ec936a2","Identify the focus of a specific paragraph on the topic of an informative text.","OLO.1-2.IT.7","CCSS.ELA-Literacy.RI.2.2","","","","","","","","","","","",""
